transaction_id,account_id,customer_name,email,income_band,country,province,city,postal_code,account_type,transaction_type,transaction_amount,currency,merchant_name,merchant_category,payment_method,transaction_date,balance_before,balance_after,is_international,exchange_rate,is_fraud,device_type,recurring_payment,month,day_of_week,Month Name,Credit_vs_Debit,Fraud_Flag,Net_Change
TXN-001209,ACC-43079,Name_5335,user4368@example.com,Low,Canada,Alberta,Red Deer,N8L 9Y1,Checking,Credit,4.94,CAD,Merchant_495,Utilities,Wire,5/12/2025 14:11,1568.88,1573.82,FALSE,,FALSE,Web,TRUE,5,Monday,May,Credit,Clean,4.94
TXN-001210,ACC-92040,Name_9667,user2553@example.com,Low,Canada,British Columbia,Vancouver,C6N 9P5,Credit,Debit,115.54,CAD,Merchant_420,Salary,Direct Debit,7/18/2025 21:15,1771.25,1655.72,FALSE,,FALSE,Mobile,TRUE,7,Friday,July,Debit,Clean,-115.53
TXN-001211,ACC-66055,Name_9514,user9067@example.com,Mid,Canada,Quebec,Quebec City,V7P 9J5,Credit,Credit,5.79,CAD,Merchant_218,Rent,Transfer,11/30/2025 21:28,6341.44,6347.23,FALSE,,FALSE,Web,TRUE,11,Sunday,November,Credit,Clean,5.79
TXN-001212,ACC-89666,Name_1212,user9028@example.com,Low,Canada,British Columbia,Surrey,R1P 0B1,Checking,Credit,10.05,CAD,Merchant_42,Travel,Card,5/30/2025 15:11,822.88,832.93,FALSE,,FALSE,Web,FALSE,5,Friday,May,Credit,Clean,10.05
TXN-001213,ACC-78757,Name_7451,user2593@example.com,Lower-Mid,Canada,Ontario,Ottawa,R4T 9A4,Credit,Credit,9.79,CAD,Merchant_410,Rent,Direct Debit,5/8/2025 9:54,1944.44,1954.24,FALSE,,FALSE,Web,FALSE,5,Thursday,May,Credit,Clean,9.8
TXN-001214,ACC-35384,Name_8505,user3968@example.com,Mid,Canada,Ontario,Ottawa,S4K 2B5,Credit,Debit,49.15,CAD,Merchant_409,Entertainment,Wire,4/17/2025 14:47,5664.15,5614.99,FALSE,,FALSE,Mobile,FALSE,4,Thursday,April,Debit,Clean,-49.16
TXN-001215,ACC-25156,Name_6499,user6050@example.com,High,Canada,British Columbia,Surrey,E7V 3H6,Checking,Debit,14.96,CAD,Merchant_419,Entertainment,Direct Debit,11/19/2025 9:06,36645.01,36630.06,FALSE,,FALSE,Web,FALSE,11,Wednesday,November,Debit,Clean,-14.95
TXN-001216,ACC-37857,Name_4187,user7729@example.com,Low,Canada,Alberta,Calgary,L4V 0H6,Checking,Credit,69.95,CAD,Merchant_77,Healthcare,Wire,1/21/2026 18:52,1561.14,1631.09,FALSE,,FALSE,Web,FALSE,1,Wednesday,January,Credit,Clean,69.95
TXN-001217,ACC-20263,Name_6715,user6793@example.com,Lower-Mid,Canada,British Columbia,Surrey,K4T 4N0,Credit,Credit,10.24,CAD,Merchant_327,Dining,Direct Debit,2/12/2026 17:27,1423.43,1433.67,FALSE,,FALSE,Mobile,FALSE,2,Thursday,February,Credit,Clean,10.24
TXN-001218,ACC-13537,Name_4883,user8224@example.com,Mid,Canada,Quebec,Quebec City,P4Y 0V8,Checking,Credit,26.55,CAD,Merchant_192,Travel,Transfer,2/7/2026 17:20,6074.83,6101.37,FALSE,,FALSE,Mobile,FALSE,2,Saturday,February,Credit,Clean,26.54
TXN-001219,ACC-70109,Name_4424,user1907@example.com,Mid,Canada,British Columbia,Victoria,L1P 0R3,Checking,Debit,8.71,CAD,Merchant_416,Utilities,Card,4/9/2025 0:13,2733.72,2725.01,FALSE,,FALSE,Web,TRUE,4,Wednesday,April,Debit,Clean,-8.71
TXN-001220,ACC-61654,Name_8075,user1611@example.com,Lower-Mid,Canada,Quebec,Quebec City,K3G 7J9,Credit,Credit,171.6,CAD,Merchant_243,Utilities,Card,2/19/2026 22:16,2365.37,2536.97,FALSE,,FALSE,Web,FALSE,2,Thursday,February,Credit,Clean,171.6
TXN-001221,ACC-88161,Name_6372,user2883@example.com,High,Canada,Ontario,Mississauga,R4X 4T7,Credit,Credit,6.13,CAD,Merchant_325,Healthcare,Transfer,12/23/2025 12:42,8888.23,8894.35,FALSE,,FALSE,POS,TRUE,12,Tuesday,December,Credit,Clean,6.12
TXN-001222,ACC-55080,Name_4005,user7715@example.com,Lower-Mid,Canada,Quebec,Montreal,B2T 0R8,Savings,Credit,27.38,CAD,Merchant_172,Entertainment,Wire,9/15/2025 9:50,1252.37,1279.75,FALSE,,FALSE,Mobile,FALSE,9,Monday,September,Credit,Clean,27.38
TXN-001223,ACC-87103,Name_9534,user5875@example.com,Mid,Canada,Ontario,Toronto,E3K 7S8,Savings,Debit,37.86,CAD,Merchant_5,Salary,Card,9/28/2025 4:40,7457.08,7419.23,FALSE,,FALSE,Web,FALSE,9,Sunday,September,Debit,Clean,-37.85
TXN-001224,ACC-80496,Name_5937,user8231@example.com,Upper-Mid,Canada,Ontario,Mississauga,X4X 3A3,Savings,Debit,30.38,CAD,Merchant_265,Salary,Wire,12/20/2025 15:47,3359.55,3329.17,FALSE,,FALSE,Mobile,FALSE,12,Saturday,December,Debit,Clean,-30.38
TXN-001225,ACC-76328,Name_5011,user7389@example.com,Lower-Mid,Canada,British Columbia,Surrey,L3C 6V8,Savings,Debit,16.69,CAD,Merchant_383,Utilities,Direct Debit,11/12/2025 2:54,3537.92,3521.23,FALSE,,FALSE,Web,FALSE,11,Wednesday,November,Debit,Clean,-16.69
TXN-001226,ACC-91174,Name_1886,user3034@example.com,Mid,Canada,British Columbia,Surrey,P2J 0G9,Credit,Credit,17.64,CAD,Merchant_338,Entertainment,Wire,9/16/2025 13:26,7802.02,7819.66,FALSE,,FALSE,Mobile,FALSE,9,Tuesday,September,Credit,Clean,17.64
TXN-001227,ACC-70674,Name_4415,user3676@example.com,Lower-Mid,Canada,Quebec,Montreal,A1G 9P3,Checking,Debit,20.99,CAD,Merchant_286,Salary,Card,4/24/2025 14:42,1734.18,1713.2,FALSE,,FALSE,Mobile,FALSE,4,Thursday,April,Debit,Clean,-20.98
TXN-001228,ACC-14264,Name_4891,user1916@example.com,Mid,Canada,Quebec,Montreal,P4X 4T3,Credit,Debit,17.34,CAD,Merchant_184,Healthcare,Wire,12/20/2025 12:49,6306.44,6289.1,FALSE,,FALSE,POS,FALSE,12,Saturday,December,Debit,Clean,-17.34
TXN-001229,ACC-73703,Name_3381,user4076@example.com,Upper-Mid,Canada,Quebec,Laval,X2S 4G9,Savings,Debit,52.66,CAD,Merchant_445,Rent,Direct Debit,5/8/2025 2:09,6954.1,6901.44,FALSE,,FALSE,Mobile,FALSE,5,Thursday,May,Debit,Clean,-52.66
TXN-001230,ACC-65472,Name_6379,user5969@example.com,Mid,Canada,British Columbia,Surrey,L8T 6E5,Checking,Credit,183.19,CAD,Merchant_423,Utilities,Direct Debit,12/12/2025 12:35,4681.64,4864.83,FALSE,,FALSE,POS,FALSE,12,Friday,December,Credit,Clean,183.19
TXN-001231,ACC-57331,Name_6679,user6772@example.com,Low,Canada,British Columbia,Surrey,J5N 8X1,Checking,Credit,11.5,CAD,Merchant_260,Dining,Transfer,10/23/2025 4:58,1229.8,1241.3,TRUE,1.01,FALSE,Web,FALSE,10,Thursday,October,Credit,Clean,11.5
TXN-001232,ACC-86912,Name_5068,user8905@example.com,Mid,Canada,Alberta,Red Deer,V9B 0V0,Credit,Debit,5.1,CAD,Merchant_146,Salary,Direct Debit,6/8/2025 18:46,7117.16,7112.05,FALSE,,FALSE,POS,FALSE,6,Sunday,June,Debit,Clean,-5.11
TXN-001233,ACC-74039,Name_2923,user3523@example.com,Mid,Canada,British Columbia,Surrey,N5K 5A2,Savings,Credit,18.39,CAD,Merchant_221,Healthcare,Direct Debit,9/15/2025 22:41,7454.16,7472.55,FALSE,,FALSE,POS,FALSE,9,Monday,September,Credit,Clean,18.39
TXN-001234,ACC-92262,Name_4308,user5526@example.com,Lower-Mid,Canada,Ontario,Ottawa,E7B 0N4,Savings,Credit,264.99,CAD,Merchant_173,Travel,Direct Debit,8/16/2025 20:06,3689.43,3954.43,FALSE,,FALSE,Web,FALSE,8,Saturday,August,Credit,Clean,265
TXN-001235,ACC-64344,Name_7795,user9339@example.com,High,Canada,British Columbia,Victoria,B8P 0M9,Checking,Debit,8.99,CAD,Merchant_16,Entertainment,Card,2/25/2026 0:43,48734.16,48725.16,FALSE,,FALSE,Web,FALSE,2,Wednesday,February,Debit,Clean,-9
TXN-001236,ACC-16058,Name_4974,user2123@example.com,Lower-Mid,Canada,Alberta,Calgary,S0X 9X8,Credit,Credit,103.45,CAD,Merchant_180,Groceries,Card,1/3/2026 21:55,2150.42,2253.87,FALSE,,FALSE,Mobile,FALSE,1,Saturday,January,Credit,Clean,103.45
TXN-001237,ACC-38460,Name_8101,user4981@example.com,Low,Canada,Quebec,Laval,V9B 2A3,Credit,Debit,107.52,CAD,Merchant_287,Healthcare,Transfer,3/8/2026 8:14,394.45,286.93,FALSE,,FALSE,POS,FALSE,3,Sunday,March,Debit,Clean,-107.52
TXN-001238,ACC-45778,Name_3213,user1129@example.com,Mid,Canada,Ontario,Mississauga,Y3M 8C2,Savings,Credit,11.55,CAD,Merchant_96,Entertainment,Wire,7/31/2025 8:55,7668.14,7679.69,FALSE,,FALSE,Web,FALSE,7,Thursday,July,Credit,Clean,11.55
TXN-001239,ACC-67978,Name_6361,user9491@example.com,Upper-Mid,Canada,Quebec,Laval,C8V 7M4,Credit,Debit,35.48,CAD,Merchant_291,Dining,Direct Debit,11/2/2025 22:14,10778.93,10743.45,FALSE,,FALSE,Web,FALSE,11,Sunday,November,Debit,Clean,-35.48
TXN-001240,ACC-50757,Name_3362,user4211@example.com,High,Canada,Ontario,Ottawa,L0G 6A8,Credit,Credit,102.35,CAD,Merchant_413,Entertainment,Direct Debit,9/10/2025 22:24,33897.39,33999.74,FALSE,,FALSE,POS,FALSE,9,Wednesday,September,Credit,Clean,102.35
TXN-001241,ACC-95187,Name_3234,user5362@example.com,High,Canada,Alberta,Red Deer,R8V 2H0,Checking,Debit,13.75,CAD,Merchant_240,Travel,Transfer,7/28/2025 6:48,15646.59,15632.84,FALSE,,FALSE,Web,FALSE,7,Monday,July,Debit,Clean,-13.75
TXN-001242,ACC-86561,Name_7308,user6333@example.com,High,Canada,British Columbia,Vancouver,T6P 7X6,Credit,Credit,16.39,CAD,Merchant_347,Groceries,Card,8/7/2025 19:19,20633.67,20650.06,FALSE,,FALSE,Web,FALSE,8,Thursday,August,Credit,Clean,16.39
TXN-001243,ACC-24073,Name_5183,user8117@example.com,Mid,Canada,Quebec,Quebec City,P3L 4H0,Checking,Credit,11.23,CAD,Merchant_150,Dining,Card,4/12/2025 20:25,5474.03,5485.26,FALSE,,FALSE,POS,FALSE,4,Saturday,April,Credit,Clean,11.23
TXN-001244,ACC-54607,Name_7698,user7128@example.com,Mid,Canada,Alberta,Edmonton,E3K 5Y5,Checking,Debit,7.28,CAD,Merchant_279,Rent,Direct Debit,3/4/2026 6:00,1354.96,1347.68,FALSE,,FALSE,Mobile,FALSE,3,Wednesday,March,Debit,Clean,-7.28
TXN-001245,ACC-37159,Name_4349,user9977@example.com,Mid,Canada,Quebec,Laval,E0R 0X9,Checking,Credit,10.49,CAD,Merchant_378,Healthcare,Card,4/18/2025 17:07,3963.2,3973.69,FALSE,,FALSE,Mobile,FALSE,4,Friday,April,Credit,Clean,10.49
TXN-001246,ACC-12483,Name_3952,user6756@example.com,Low,Canada,Quebec,Laval,S1E 4J5,Credit,Credit,5.91,CAD,Merchant_421,Travel,Card,9/11/2025 13:29,681.09,686.99,FALSE,,FALSE,Web,FALSE,9,Thursday,September,Credit,Clean,5.9
TXN-001247,ACC-82058,Name_8467,user5710@example.com,Mid,Canada,Ontario,Mississauga,N3T 1M7,Checking,Debit,20.78,CAD,Merchant_495,Dining,Card,6/4/2025 12:24,3563.96,3543.18,FALSE,,FALSE,Web,FALSE,6,Wednesday,June,Debit,Clean,-20.78
TXN-001248,ACC-76871,Name_1363,user7857@example.com,Lower-Mid,Canada,Quebec,Quebec City,G4T 5N5,Checking,Debit,9.3,CAD,Merchant_216,Healthcare,Transfer,10/22/2025 20:20,1128.65,1119.35,FALSE,,FALSE,Mobile,FALSE,10,Wednesday,October,Debit,Clean,-9.3
TXN-001249,ACC-73888,Name_1682,user7983@example.com,Upper-Mid,Canada,Alberta,Red Deer,A5T 1C2,Checking,Credit,25.38,CAD,Merchant_358,Rent,Wire,3/10/2026 22:34,4352.82,4378.19,FALSE,,FALSE,Web,FALSE,3,Tuesday,March,Credit,Clean,25.37
TXN-001250,ACC-86383,Name_6237,user2341@example.com,High,Canada,Quebec,Montreal,S5V 0T9,Savings,Debit,4.24,CAD,Merchant_97,Dining,Card,8/12/2025 1:17,37242.99,37238.75,TRUE,1.19,FALSE,Mobile,TRUE,8,Tuesday,August,Debit,Clean,-4.24
TXN-001251,ACC-95517,Name_2061,user6291@example.com,Lower-Mid,Canada,British Columbia,Vancouver,M8X 0N1,Checking,Debit,27.96,CAD,Merchant_311,Travel,Transfer,4/11/2025 18:03,3124.57,3096.6,FALSE,,FALSE,Web,FALSE,4,Friday,April,Debit,Clean,-27.97
TXN-001252,ACC-85712,Name_9851,user5617@example.com,Lower-Mid,Canada,British Columbia,Surrey,E6L 3T7,Checking,Credit,46.23,CAD,Merchant_328,Dining,Card,3/18/2026 9:59,1210.79,1257.01,FALSE,,FALSE,Web,TRUE,3,Wednesday,March,Credit,Clean,46.22
TXN-001253,ACC-71695,Name_2516,user8357@example.com,Low,Canada,British Columbia,Victoria,Y5R 8E7,Savings,Debit,2.74,CAD,Merchant_310,Healthcare,Direct Debit,2/10/2026 3:46,1674.05,1671.31,FALSE,,FALSE,Mobile,FALSE,2,Tuesday,February,Debit,Clean,-2.74
TXN-001254,ACC-59600,Name_9981,user4099@example.com,High,Canada,Ontario,Ottawa,K1V 9J6,Savings,Debit,29.2,CAD,Merchant_330,Healthcare,Card,1/20/2026 11:48,37460.69,37431.49,FALSE,,FALSE,POS,FALSE,1,Tuesday,January,Debit,Clean,-29.2
TXN-001255,ACC-58314,Name_8652,user1351@example.com,Lower-Mid,Canada,British Columbia,Surrey,V6P 0L6,Checking,Credit,68.56,CAD,Merchant_446,Groceries,Wire,9/13/2025 3:11,2964.73,3033.28,FALSE,,FALSE,POS,FALSE,9,Saturday,September,Credit,Clean,68.55
TXN-001256,ACC-18500,Name_2987,user8145@example.com,Low,Canada,British Columbia,Victoria,X0E 0K6,Checking,Debit,5.99,CAD,Merchant_301,Rent,Direct Debit,2/12/2026 6:23,1895.23,1889.23,FALSE,,FALSE,POS,TRUE,2,Thursday,February,Debit,Clean,-6
TXN-001257,ACC-78666,Name_8566,user8617@example.com,Mid,Canada,Ontario,Mississauga,V7B 1L9,Savings,Debit,106.97,CAD,Merchant_69,Entertainment,Transfer,3/3/2026 6:43,1951.54,1844.57,FALSE,,FALSE,Mobile,TRUE,3,Tuesday,March,Debit,Clean,-106.97
TXN-001258,ACC-83784,Name_2836,user3740@example.com,Mid,Canada,British Columbia,Victoria,G0P 1J5,Savings,Credit,30.54,CAD,Merchant_123,Healthcare,Direct Debit,1/23/2026 20:23,3808.63,3839.16,FALSE,,FALSE,POS,FALSE,1,Friday,January,Credit,Clean,30.53
TXN-001259,ACC-27133,Name_2851,user9029@example.com,Low,Canada,Quebec,Quebec City,V4X 7M7,Savings,Credit,9.92,CAD,Merchant_311,Travel,Direct Debit,12/27/2025 12:34,1092.78,1102.7,FALSE,,FALSE,POS,FALSE,12,Saturday,December,Credit,Clean,9.92
TXN-001260,ACC-36233,Name_2008,user7225@example.com,Mid,Canada,British Columbia,Surrey,L6E 2R7,Checking,Debit,19,CAD,Merchant_296,Rent,Wire,4/12/2025 11:38,3706.4,3687.4,FALSE,,FALSE,POS,FALSE,4,Saturday,April,Debit,Clean,-19
TXN-001261,ACC-72579,Name_7126,user4803@example.com,Lower-Mid,Canada,Quebec,Quebec City,K5N 2S2,Checking,Debit,35.1,CAD,Merchant_70,Utilities,Wire,6/1/2025 1:50,2694.9,2659.79,FALSE,,FALSE,Web,FALSE,6,Sunday,June,Debit,Clean,-35.11
TXN-001262,ACC-85891,Name_4621,user2355@example.com,Low,Canada,Ontario,Toronto,T7X 6N0,Checking,Debit,21.67,CAD,Merchant_291,Utilities,Wire,6/17/2025 13:07,483.76,462.09,FALSE,,FALSE,Web,FALSE,6,Tuesday,June,Debit,Clean,-21.67
TXN-001263,ACC-37745,Name_5944,user6230@example.com,Lower-Mid,Canada,Ontario,Ottawa,J5K 8C1,Credit,Credit,34.42,CAD,Merchant_170,Healthcare,Direct Debit,5/29/2025 6:18,2810.58,2845.01,FALSE,,FALSE,Mobile,FALSE,5,Thursday,May,Credit,Clean,34.43
TXN-001264,ACC-90191,Name_5203,user4228@example.com,Low,Canada,Quebec,Quebec City,J9E 6Y6,Savings,Credit,8,CAD,Merchant_500,Groceries,Direct Debit,10/24/2025 14:55,1314.02,1322.02,FALSE,,FALSE,Web,TRUE,10,Friday,October,Credit,Clean,8
TXN-001265,ACC-72120,Name_5267,user4161@example.com,Upper-Mid,Canada,British Columbia,Vancouver,P4G 1A1,Credit,Debit,23.79,CAD,Merchant_410,Rent,Wire,11/30/2025 8:36,4273.86,4250.07,TRUE,1.13,FALSE,POS,FALSE,11,Sunday,November,Debit,Clean,-23.79
TXN-001266,ACC-52591,Name_9183,user1615@example.com,Upper-Mid,Canada,Quebec,Montreal,J4T 5R0,Credit,Credit,4.89,CAD,Merchant_48,Entertainment,Direct Debit,5/3/2025 12:04,14653.57,14658.45,FALSE,,FALSE,POS,TRUE,5,Saturday,May,Credit,Clean,4.88
TXN-001267,ACC-32232,Name_3360,user5095@example.com,Upper-Mid,Canada,Quebec,Quebec City,M0V 1T3,Credit,Debit,17.97,CAD,Merchant_152,Travel,Direct Debit,7/31/2025 21:38,4952,4934.03,FALSE,,FALSE,Web,FALSE,7,Thursday,July,Debit,Clean,-17.97
TXN-001268,ACC-20091,Name_1843,user8233@example.com,High,Canada,Ontario,Mississauga,P1R 3N2,Checking,Debit,8.13,CAD,Merchant_133,Rent,Transfer,1/12/2026 1:53,10126.73,10118.59,FALSE,,FALSE,Mobile,FALSE,1,Monday,January,Debit,Clean,-8.14
TXN-001269,ACC-54010,Name_5420,user2996@example.com,Mid,Canada,Quebec,Quebec City,J3J 6R5,Credit,Credit,9.63,CAD,Merchant_412,Groceries,Transfer,12/21/2025 8:57,3680.79,3690.41,FALSE,,FALSE,POS,FALSE,12,Sunday,December,Credit,Clean,9.62
TXN-001270,ACC-53148,Name_3911,user5981@example.com,High,Canada,Ontario,Ottawa,H2C 9E1,Credit,Credit,69.14,CAD,Merchant_145,Dining,Direct Debit,1/8/2026 10:44,33730.22,33799.35,FALSE,,FALSE,POS,TRUE,1,Thursday,January,Credit,Clean,69.13
TXN-001271,ACC-30163,Name_1093,user2977@example.com,Low,Canada,Ontario,Ottawa,H0E 7M0,Checking,Debit,59.82,CAD,Merchant_27,Utilities,Direct Debit,6/19/2025 22:19,351.36,291.55,FALSE,,FALSE,Web,FALSE,6,Thursday,June,Debit,Clean,-59.81
TXN-001272,ACC-23340,Name_7821,user6114@example.com,Lower-Mid,Canada,Alberta,Edmonton,L9E 5J2,Credit,Debit,36.93,CAD,Merchant_59,Groceries,Card,3/2/2026 19:37,759.36,722.43,FALSE,,FALSE,Mobile,TRUE,3,Monday,March,Debit,Clean,-36.93
TXN-001273,ACC-29339,Name_5125,user7464@example.com,Lower-Mid,Canada,British Columbia,Vancouver,H6V 1K2,Checking,Credit,6.74,CAD,Merchant_72,Salary,Transfer,4/1/2025 8:07,3400.87,3407.61,FALSE,,FALSE,Web,TRUE,4,Tuesday,April,Credit,Clean,6.74
TXN-001274,ACC-80157,Name_9085,user7989@example.com,Upper-Mid,Canada,Alberta,Edmonton,R7M 0Y7,Savings,Debit,14.64,CAD,Merchant_442,Dining,Card,2/27/2026 6:36,12273.1,12258.46,FALSE,,FALSE,Mobile,FALSE,2,Friday,February,Debit,Clean,-14.64
TXN-001275,ACC-74624,Name_3369,user5647@example.com,Upper-Mid,Canada,British Columbia,Vancouver,T2P 4H6,Savings,Credit,67.57,CAD,Merchant_149,Rent,Wire,3/5/2026 4:44,5623.96,5691.52,FALSE,,TRUE,POS,FALSE,3,Thursday,March,Credit,Fraud,67.56
TXN-001276,ACC-82264,Name_3773,user9376@example.com,Low,Canada,Quebec,Laval,J6J 2T8,Credit,Credit,23.14,CAD,Merchant_219,Groceries,Wire,2/24/2026 12:50,1996.56,2019.7,FALSE,,FALSE,POS,FALSE,2,Tuesday,February,Credit,Clean,23.14
TXN-001277,ACC-99350,Name_4065,user2325@example.com,Mid,Canada,British Columbia,Vancouver,J5K 4T0,Savings,Credit,204.25,CAD,Merchant_4,Healthcare,Card,5/6/2025 8:26,4196.26,4400.5,FALSE,,FALSE,Web,FALSE,5,Tuesday,May,Credit,Clean,204.24
TXN-001278,ACC-64342,Name_3052,user2158@example.com,Mid,Canada,Ontario,Mississauga,K8A 5P1,Credit,Credit,29.76,CAD,Merchant_400,Utilities,Direct Debit,10/5/2025 1:25,4964.4,4994.16,FALSE,,FALSE,POS,FALSE,10,Sunday,October,Credit,Clean,29.76
TXN-001279,ACC-86262,Name_7774,user4410@example.com,High,Canada,Quebec,Montreal,P1E 0S7,Savings,Debit,24.34,CAD,Merchant_176,Rent,Transfer,9/20/2025 18:05,15934.99,15910.65,FALSE,,FALSE,Web,FALSE,9,Saturday,September,Debit,Clean,-24.34
TXN-001280,ACC-75841,Name_8636,user1647@example.com,Mid,Canada,British Columbia,Surrey,J2J 8E2,Credit,Debit,14.74,CAD,Merchant_42,Healthcare,Card,10/26/2025 7:30,1213.07,1198.32,FALSE,,FALSE,POS,FALSE,10,Sunday,October,Debit,Clean,-14.75
TXN-001281,ACC-42003,Name_9159,user4562@example.com,High,Canada,Quebec,Quebec City,C1M 9J3,Checking,Debit,22.96,CAD,Merchant_460,Groceries,Wire,9/4/2025 3:26,44847.69,44824.73,FALSE,,FALSE,Mobile,FALSE,9,Thursday,September,Debit,Clean,-22.96
TXN-001282,ACC-64720,Name_5879,user9964@example.com,Upper-Mid,Canada,Ontario,Ottawa,P1B 0G1,Credit,Debit,17.25,CAD,Merchant_79,Utilities,Card,12/10/2025 9:14,11079.99,11062.74,FALSE,,FALSE,POS,FALSE,12,Wednesday,December,Debit,Clean,-17.25
TXN-001283,ACC-84432,Name_8835,user1176@example.com,Low,Canada,Ontario,Ottawa,J2A 4J4,Credit,Credit,40.78,CAD,Merchant_254,Utilities,Transfer,6/27/2025 11:17,1132.03,1172.81,FALSE,,FALSE,POS,FALSE,6,Friday,June,Credit,Clean,40.78
TXN-001284,ACC-40724,Name_6508,user7002@example.com,Low,Canada,British Columbia,Vancouver,N7M 2B7,Checking,Debit,52.28,CAD,Merchant_351,Dining,Transfer,5/20/2025 15:06,940.45,888.16,TRUE,1.12,FALSE,Web,FALSE,5,Tuesday,May,Debit,Clean,-52.29
TXN-001285,ACC-72406,Name_8175,user7079@example.com,Mid,Canada,Alberta,Calgary,C3X 7T1,Checking,Credit,9.15,CAD,Merchant_405,Travel,Card,11/13/2025 0:26,1537.29,1546.44,FALSE,,FALSE,POS,FALSE,11,Thursday,November,Credit,Clean,9.15
TXN-001286,ACC-63724,Name_9352,user2384@example.com,Mid,Canada,Quebec,Laval,T3L 1Y8,Credit,Credit,5.31,CAD,Merchant_16,Healthcare,Wire,9/16/2025 8:31,2944.14,2949.45,FALSE,,FALSE,Web,FALSE,9,Tuesday,September,Credit,Clean,5.31
TXN-001287,ACC-41250,Name_7411,user3297@example.com,Mid,Canada,Ontario,Toronto,B5L 4J3,Credit,Debit,3.2,CAD,Merchant_94,Healthcare,Card,12/27/2025 5:19,4391.22,4388.02,FALSE,,FALSE,POS,FALSE,12,Saturday,December,Debit,Clean,-3.2
TXN-001288,ACC-70114,Name_5572,user4045@example.com,High,Canada,British Columbia,Vancouver,B5P 5N3,Credit,Debit,33.38,CAD,Merchant_164,Utilities,Direct Debit,5/2/2025 20:11,13891.45,13858.07,FALSE,,FALSE,Mobile,FALSE,5,Friday,May,Debit,Clean,-33.38
TXN-001289,ACC-14100,Name_1634,user8463@example.com,Mid,Canada,Alberta,Edmonton,G0L 0M7,Checking,Debit,6.66,CAD,Merchant_64,Dining,Direct Debit,6/2/2025 12:47,4766.33,4759.66,FALSE,,FALSE,Web,TRUE,6,Monday,June,Debit,Clean,-6.67
TXN-001290,ACC-43700,Name_5479,user3440@example.com,Mid,Canada,Alberta,Edmonton,S2M 4V0,Credit,Credit,2.33,CAD,Merchant_133,Entertainment,Wire,5/6/2025 1:25,7605.1,7607.43,FALSE,,FALSE,Mobile,TRUE,5,Tuesday,May,Credit,Clean,2.33
TXN-001291,ACC-27642,Name_6045,user7163@example.com,Mid,Canada,Ontario,Toronto,S8V 4B3,Credit,Credit,29.62,CAD,Merchant_398,Groceries,Direct Debit,4/8/2025 23:14,2695.31,2724.94,FALSE,,FALSE,Mobile,FALSE,4,Tuesday,April,Credit,Clean,29.63
TXN-001292,ACC-99140,Name_4139,user1969@example.com,Lower-Mid,Canada,Ontario,Ottawa,C8S 4K2,Checking,Debit,242.98,CAD,Merchant_43,Utilities,Direct Debit,12/20/2025 12:05,3092.4,2849.42,FALSE,,FALSE,POS,FALSE,12,Saturday,December,Debit,Clean,-242.98
TXN-001293,ACC-30258,Name_6801,user7247@example.com,Mid,Canada,British Columbia,Vancouver,V4A 5J6,Checking,Debit,19.96,CAD,Merchant_162,Rent,Transfer,11/15/2025 17:11,5162.74,5142.78,FALSE,,FALSE,Mobile,TRUE,11,Saturday,November,Debit,Clean,-19.96
TXN-001294,ACC-36725,Name_1864,user1541@example.com,Low,Canada,British Columbia,Victoria,P2H 1M4,Checking,Credit,46.46,CAD,Merchant_332,Entertainment,Wire,10/17/2025 5:36,319.63,366.09,TRUE,1.16,FALSE,Mobile,FALSE,10,Friday,October,Credit,Clean,46.46
TXN-001295,ACC-28568,Name_7768,user2397@example.com,Mid,Canada,British Columbia,Vancouver,Y4N 5J7,Savings,Credit,21.8,CAD,Merchant_275,Dining,Wire,1/31/2026 18:16,3970.94,3992.74,FALSE,,FALSE,POS,TRUE,1,Saturday,January,Credit,Clean,21.8
TXN-001296,ACC-87746,Name_4768,user6698@example.com,Mid,Canada,British Columbia,Vancouver,X0J 5H8,Credit,Debit,18.19,CAD,Merchant_16,Salary,Card,9/19/2025 2:22,6719.19,6701,FALSE,,FALSE,Web,FALSE,9,Friday,September,Debit,Clean,-18.19
TXN-001297,ACC-33702,Name_5595,user8755@example.com,Mid,Canada,Alberta,Red Deer,V7V 4M4,Credit,Credit,50.35,CAD,Merchant_200,Utilities,Transfer,8/22/2025 13:21,7242.11,7292.46,FALSE,,FALSE,Mobile,FALSE,8,Friday,August,Credit,Clean,50.35
TXN-001298,ACC-57842,Name_4406,user9140@example.com,Low,Canada,British Columbia,Vancouver,T9K 8P4,Credit,Credit,15.03,CAD,Merchant_412,Entertainment,Card,11/14/2025 20:50,215.68,230.7,FALSE,,FALSE,POS,TRUE,11,Friday,November,Credit,Clean,15.02
TXN-001299,ACC-90543,Name_4646,user3315@example.com,Upper-Mid,Canada,Ontario,Toronto,L7A 7G6,Checking,Debit,26.24,CAD,Merchant_185,Rent,Wire,11/2/2025 10:35,6039.37,6013.13,FALSE,,FALSE,Web,FALSE,11,Sunday,November,Debit,Clean,-26.24
TXN-001300,ACC-45053,Name_3532,user8535@example.com,Lower-Mid,Canada,Alberta,Calgary,Y9P 2K6,Checking,Credit,27.71,CAD,Merchant_403,Healthcare,Direct Debit,12/11/2025 1:15,2771.8,2799.5,FALSE,,FALSE,POS,FALSE,12,Thursday,December,Credit,Clean,27.7
